242.1940	320.9204
241.3613	320.3648
240.5342	319.8007
239.7133	319.2277
238.8989	318.6454
238.0909	318.0543
237.2889	317.4550
236.4925	316.8485
235.7010	316.2354
234.9140	315.6166
234.1310	314.9929
233.3513	314.3649
232.5744	313.7335
231.8000	313.0990
231.0279	312.4617
230.2577	311.8221
229.4893	311.1803
228.7225	310.5367
227.9570	309.8916
227.1925	309.2452
226.4288	308.5979
225.6657	307.9498
224.9031	307.3013
224.1405	306.6526
223.3779	306.0040
222.6150	305.3557
221.8516	304.7080
221.0878	304.0608
220.3238	303.4139
219.5597	302.7671
218.7957	302.1201
218.0320	301.4728
217.2687	300.8250
216.5061	300.1764
215.7442	299.5269
214.9834	298.8762
214.2237	298.2241
213.4654	297.5706
212.7086	296.9152
211.9535	296.2579
211.2002	295.5984
210.4490	294.9366
209.7001	294.2723
208.9537	293.6051
208.2098	292.9351
207.4689	292.2619
206.7309	291.5853
205.9962	290.9053
205.2650	290.2215
204.5374	289.5338
203.8137	288.8420
203.0942	288.1460
202.3790	287.4454
201.6684	286.7403
200.9626	286.0302
200.2619	285.3152
199.5665	284.5950
198.8768	283.8694
198.1929	283.1382
197.5151	282.4014
196.8438	281.6588
196.1791	280.9101
195.5215	280.1552
194.8712	279.3941
194.2285	278.6265
193.5937	277.8524
192.9671	277.0716
192.3491	276.2840
191.7400	275.4894
191.1401	274.6879
190.5498	273.8793
189.9695	273.0636
189.3993	272.2407
188.8398	271.4105
188.2912	270.5731
187.7539	269.7283
187.2283	268.8763
186.7146	268.0170
186.2132	267.1505
185.7245	266.2767
185.2488	265.3958
184.7864	264.5079
184.3376	263.6130
183.9027	262.7113
183.4820	261.8029
183.0757	260.8879
182.6842	259.9665
182.3073	259.0390
181.9451	258.1057
181.5975	257.1668
181.2644	256.2227
180.9458	255.2736
180.6418	254.3198
180.3522	253.3615
180.0770	252.3989
179.8163	251.4323
179.5701	250.4619
179.3383	249.4880
179.1210	248.5107
178.9183	247.5304
178.7301	246.5471
178.5565	245.5611
178.3976	244.5727
178.2533	243.5820
178.1239	242.5893
178.0094	241.5947
177.9098	240.5986
177.8252	239.6010
177.7558	238.6023
177.7017	237.6026
177.6630	236.6022
177.6397	235.6014
177.6322	234.6003
177.6404	233.5992
177.6646	232.5984
177.7049	231.5980
177.7615	230.5985
177.8345	229.6000
177.9241	228.6029
178.0305	227.6075
178.1540	226.6140
178.2946	225.6228
178.4526	224.6342
178.6282	223.6486
178.8215	222.6663
179.0329	221.6878
179.2625	220.7133
179.5104	219.7434
179.7770	218.7784
180.0623	217.8188
180.3667	216.8650
180.6902	215.9176
181.0331	214.9770
181.3955	214.0438
181.7775	213.1184
182.1794	212.2015
182.6011	211.2935
183.0429	210.3952
183.5048	209.5069
183.9868	208.6295
184.4890	207.7634
185.0113	206.9094
185.5538	206.0679
186.1163	205.2398
186.6987	204.4255
187.3009	203.6257
187.9227	202.8411
188.5639	202.0723
189.2240	201.3196
189.9023	200.5833
190.5980	199.8634
191.3105	199.1601
192.0391	198.4735
192.7831	197.8037
193.5420	197.1507
194.3150	196.5146
195.1018	195.8955
195.9017	195.2934
196.7141	194.7085
197.5387	194.1408
198.3749	193.5903
199.2224	193.0573
200.0805	192.5417
200.9490	192.0437
201.8274	191.5633
202.7153	191.1009
203.6123	190.6564
204.5181	190.2300
205.4323	189.8220
206.3546	189.4325
207.2845	189.0617
208.2218	188.7099
209.1661	188.3774
210.1170	188.0643
211.0742	187.7710
212.0374	187.4979
213.0061	187.2452
213.9799	187.0129
214.9583	186.8008
215.9408	186.6086
216.9269	186.4359
217.9162	186.2822
218.9082	186.1473
219.9025	186.0305
220.8987	185.9315
221.8965	185.8497
222.8955	185.7845
223.8954	185.7355
224.8960	185.7021
225.8969	185.6837
226.8980	185.6798
227.8991	185.6897
228.9000	185.7129
229.9005	185.7489
230.9004	185.7971
231.8998	185.8568
232.8984	185.9276
233.8962	186.0090
234.8932	186.1002
235.8892	186.2009
236.8843	186.3105
237.8785	186.4285
238.8717	186.5543
239.8639	186.6875
240.8552	186.8275
241.8456	186.9739
242.8351	187.1261
243.8237	187.2838
244.8115	187.4464
245.7986	187.6138
246.7848	187.7860
247.7701	187.9631
248.7546	188.1451
249.7381	188.3320
250.7207	188.5238
251.7023	188.7205
252.6829	188.9223
253.6624	189.1290
254.6409	189.3407
255.6183	189.5575
256.5945	189.7794
257.5696	190.0064
258.5434	190.2386
259.5160	190.4759
260.4873	190.7184
261.4573	190.9662
262.4259	191.2192
263.3932	191.4775
264.3590	191.7411
265.3233	192.0101
266.2861	192.2844
267.2473	192.5642
268.2070	192.8494
269.1650	193.1401
270.1213	193.4363
271.0758	193.7381
272.0286	194.0454
272.9796	194.3584
273.9286	194.6770
274.8758	195.0013
275.8210	195.3313
276.7641	195.6671
277.7052	196.0086
278.6441	196.3560
279.5808	196.7092
280.5153	197.0684
281.4475	197.4334
282.3774	197.8044
283.3048	198.1815
284.2297	198.5645
285.1522	198.9536
286.0720	199.3489
286.9891	199.7502
287.9035	200.1578
288.8152	200.5715
289.7239	200.9915
290.6298	201.4178
291.5326	201.8504
292.4324	202.2893
293.3290	202.7347
294.2225	203.1864
295.1126	203.6445
295.9994	204.1092
296.8827	204.5803
297.7625	205.0580
298.6387	205.5422
299.5113	206.0331
300.3801	206.5305
301.2450	207.0346
302.1061	207.5454
302.9631	208.0629
303.8160	208.5871
304.6648	209.1179
305.5095	209.6553
306.3500	210.1992
307.1862	210.7497
308.0181	211.3066
308.8457	211.8699
309.6690	212.4396
310.4878	213.0155
311.3023	213.5977
312.1123	214.1861
312.9178	214.7806
313.7188	215.3811
314.5153	215.9876
315.3072	216.6001
316.0946	217.2184
316.8774	217.8425
317.6556	218.4723
318.4292	219.1078
319.1981	219.7488
319.9624	220.3954
320.7221	221.0474
321.4771	221.7049
322.2275	222.3676
322.9733	223.0355
323.7143	223.7086
324.4508	224.3868
325.1826	225.0700
325.9097	225.7581
326.6322	226.4511
327.3499	227.1491
328.0625	227.8522
328.7699	228.5607
329.4718	229.2745
330.1681	229.9939
330.8583	230.7190
331.5424	231.4499
332.2201	232.1869
332.8910	232.9299
333.5550	233.6792
334.2116	234.4348
334.8608	235.1970
335.5021	235.9658
336.1352	236.7413
336.7598	237.5237
337.3756	238.3130
337.9823	239.1094
338.5794	239.9129
339.1667	240.7237
339.7437	241.5418
340.3101	242.3673
340.8655	243.2003
341.4094	244.0407
341.9415	244.8887
342.4614	245.7443
342.9685	246.6075
343.4626	247.4782
343.9431	248.3565
344.4096	249.2423
344.8616	250.1356
345.2987	251.0362
345.7204	251.9442
346.1264	252.8593
346.5162	253.7814
346.8900	254.7102
347.2476	255.6453
347.5892	256.5863
347.9147	257.5330
348.2242	258.4851
348.5178	259.4422
348.7954	260.4041
349.0571	261.3704
349.3030	262.3409
349.5330	263.3152
349.7473	264.2931
349.9459	265.2744
350.1288	266.2587
350.2961	267.2457
350.4478	268.2353
350.5839	269.2271
350.7045	270.2210
350.8096	271.2166
350.8992	272.2137
350.9735	273.2120
351.0323	274.2114
351.0758	275.2116
351.1040	276.2124
351.1169	277.2134
351.1144	278.2145
351.0967	279.2155
351.0637	280.2161
351.0155	281.2160
350.9520	282.2152
350.8732	283.2132
350.7793	284.2099
350.6700	285.2050
350.5455	286.1984
350.4057	287.1897
350.2507	288.1788
350.0803	289.1653
349.8946	290.1491
349.6936	291.1298
349.4772	292.1073
349.2455	293.0812
348.9983	294.0513
348.7357	295.0174
348.4576	295.9791
348.1640	296.9363
347.8549	297.8885
347.5302	298.8355
347.1899	299.7770
346.8339	300.7127
346.4623	301.6423
346.0751	302.5655
345.6720	303.4819
345.2533	304.3913
344.8187	305.2932
344.3684	306.1873
343.9023	307.0733
343.4204	307.9508
342.9226	308.8194
342.4091	309.6788
341.8797	310.5285
341.3346	311.3682
340.7738	312.1975
340.1973	313.0160
339.6051	313.8232
338.9973	314.6187
